,Tweets,Tweets_duygu
3818,turist sayısı ve turizm gelirleri wikipedia sayfalarıyla artıyor  ;,pozitif
3819,işte tam da bu yüzden turizm çok önemli diyoruz pandemiden dolayı tr deki kayıbı hesaplasak milyar ediyor işte bu yüzden bu kadar döviz girdisi doğrudan sağlayan bir sektör ihracatçı sayılmalı diyoruz ;,negatif
3820,turizm d ülkelerinin turizm gelirini ve turist sayısını artıracak iş birliği d ile dünya turizm forumu enstitüsü arasında turizm alanında d ülkeleri arasındaki iş birliğini artırmak amacıyla anlaşma imzalandı  ;,pozitif
3821,bingöl pkk lılardan arındıkça cennet gibi bölgeler ortaya çıkmaya başlamıştır genç ilçesi servi bölgesinde şelalenin döküldüğü yerde oluşan kalp şeklindeki şelale alanı ilgi görmektedir bölgenin terörden arındırılmasıyla ziyaretçiler gelmeye başlamıştır   ;,pozitif
3822,dünya battı onlar normale döndü partilerin devam ettiği wuhan da bu kez turistik seferler başladı ;,negatif
3823, italya nın torino kentindeki collegio carlo alberto fakültesi nden ekonomistlerin yaptığı bir araştırmada küçük bir kentle ilgili wikipedia sayfasının güncellenmesi yoluyla turizm gelirlerinde bin dolarlık artış kaydedilebileceği tespit edildi   ;,negatif
3824,pamukkale travertenlerinin bir benzeri sivas a yapılmış sıcak çermik termal turizm bölgesinde pamukkale ye kardeş olarak hazırlanan altınkale projesi hayata geçiyor;,negatif
3825, bir turizmcinin evrimi adli çalışmamıza yeni bir güncelleme eklemek istedim   ;,negatif
3826,akçaabat taki tarihi orta mahalle evlerimiz en önemli turizm değerlerimizdendir bölgenin silüetini bozan ucube duvar oraya hiç yakışmamıştır  ;,negatif
3827,seyahat acentaları büyük kriz içerisindeyken acenta çalışanları ve belki de şu an işsiz olan ama sadece tur operatörü seyahat acentası nda çalışmaktan başka bir şansı olmayanlar ne halde sizce var mı fikri olan  ;,negatif
3828, türkiye nin en değerli markası turizmi gerçekleştiren seyahat acentalarının sesine siyasi iktidar artık ses vermelidir   ;,pozitif
3829,sivil havacılık genel müdürlüğü sosyal medya hesabından yaptığı duyuruyla kazakistan a seyahat edecekler için önemli bir uyarı paylaştı  ;,pozitif
3830,sağlık bakanı fahrettin koca yüz binlerce turistin geldiği turizm bölgelerinde ciddi bir vaka artışı olmadığını ileri sürdü;,negatif
3831,sürdürülebilirlik ekolojik ekonomik ve toplumsal boyutları bir arada barındıran bütüncül bir bakış açısıyla hem bireylerin hem de toplumların en temel konularından biri olmaya devam edecektir  ;,pozitif
3832, hayatta kalmak için destek istiyoruz  ;,pozitif
3833,turizm sektörü yılında net kar elde etti ;,negatif
3834,turistik bölgelerde tatilcilerin en çok şikayetçi olduğu sorunlar belli oldu ;,negatif
3835,salda gölü çevresindeki köyler ekoturizme kazandırılacak  ;,negatif
3836,turizm sezonu bitince sokağa çıkma yasağı mı geliyor   ;,negatif
3837,istanbul un ve istanbul havalimanı nın dünyadaki bilinirliğine katkı sağlayacak yeni tasarımlar belirlendi   ;,pozitif
3838,pandemi alaçatı yaz sezonunu nasıl etkiledi ;,negatif
3839, ülke turizmi sıfır noktasında ayda sadece turist ağırladı;,negatif
3840,birleşmiş milletler küresel turizmde altı aylık kaybı açıkladı ;,pozitif
3841,türkhavayolları personel maaşlarında geriye gitti ;,negatif
3842, alman tur operatörü der touristik yaz sezonu için ilk adımı attı;,pozitif
3843,rus turistler antalya ya akın etmeye devam ediyor;,negatif
3844,koronavirüs salgını süresince alanyaya gelen turist sayısı milyonu aştı ;,negatif
3845,avrupalı türkler türkiye de tatilden vazgeçiyor  ;,negatif
3846,rusya da üç şehirden daha yurtdışı uçuş kısıtlamalarının kaldırılmasının ardından tur operatörleri türkiye ye yeni charter programları başlattılar  ;,pozitif
3847,firuz bağlıkaya sezonunun iç ve dış turizminin son durumunu değerlendirdi yılından beklentilerini açıkladı ;,negatif
3848,cenevre yi ziyaret eden turistlere isviçre frangi verilecek ;,pozitif
3849,turizm sıcak hava balon turları ağustosta tekrar başlıyor ;,pozitif
3850,bu kuyruklarla turizme mi covide mi destek oluyorsunuz boş labirentte yürümek zorunda kalan yaşlılara otoparka geçiş kapıları kapalı ;,negatif
3851,kim derdi seninle bir gün ayrılacağız gecip giden günlerin ardından bakacağız bye bye happiness turizm ;,pozitif
3852,turizm sıcak hava balon turları ağustosta tekrar başlıyorulaştırma ve altyapı bakanı adil karaismailoğlu koronavirüs salgını nedeniyle durdurulan sıcak hava balon turları ağustos itibarıyla tekrar başlatılacağını açıkladı ;,negatif
3853,kahvehane esnafı zor durumda ay oldu ;,negatif
3854,ruslardan türkiye talebi artıyor  ;,negatif
3855, ingiltere den türkiye ye güzel haber  ;,pozitif
3856,thy almanya ya seyahat edecek yolcularını corona virüs testinin saati konusunda uyardı ;,negatif
3857,dubai koronavirüs sebebiyle yaşadığı ekonomik bunalımı atlatmak ve turizmi canlandırmak için alkol satışı ve içki bulundurmaya yönelik yasaları gevşetmeye karar verdi  ;,negatif
3858,maske takmaktan mı sıkıldınız üzülmeyin hemen turizmin başkenti antalyaya taşının en azından turizm bitene kadar bizde herşey serbest  ;,pozitif
3859, tui seyahat acentesi şubesini kapatmayı planlıyor;,negatif
3860, israil ile birleşik arap emirlikleri arasındaki normalleşme anlaşmasının turizm açısından ayrıntıları netleşiyor ;,pozitif
3861, ingiltere de seyahat uyarısı ve karantina kurallarıyla ilgili flaş bir iddia ortaya atıldı;,pozitif
3862,antalya ya günde iç hatlarda dış hatlarda da uçak dolusu yolcu geliyor ;,pozitif
3863,dünya seyahat ve turizm konseyi ne göre dünya çapında milyon iş kaybı yaşanacağı tahmin ediliyor ;,negatif
3864,turizm sektörünün yediği ağır darbeyi kurtarabilmek adına devletler arası turist anlaşması ve bakanlıkların oteller adına kredi destek ve faiz kolaylıkları gibi adımları olumlu seyir başlatır bu sektör döviz getirisine sahip ne derler kaz gelecek yerden  tavuk esirgenmez;,pozitif
3865,turizm için hazırız yeterki şu günleri aşalım  ;,pozitif
3866, tatil beldelerinin tüm belediye baskankarının açıklamlarını bekliyoruz  ;,pozitif
3867,ingiltere de hükümetin fuarlara ekim tarihinden itibaren yeşil ışık yakmasının ardından wtm londra organizatörleri kasım başında fuarın yapılacağını teyid ettiler ;,pozitif
3868,kuzey kıbrıs ın lokomotif sektörü olan turizm raydan çıktı;,negatif
3869,vatandaşın cebi boşalıyor yerine gelen olmuyor iktidar yanlısı bazı kişiler ama korona var diye yorumlar yaparken ya milleti kandırma çabasına giriyor ya da gerçekten tok açın halinden anlamıyor özellikle de yaşadığımız bölge gereği turizm personeli can çekişiyor  ;,negatif
3870,izsu genel müdürlüğü nün manda deresi nde yürüttüğü ıslah çalışmalarına hız vermesi turizmcileri sevindirdi      ;,negatif
3871,her otel alanı bir gün yanacaktır ne bir santim eksik ne bir santim fazla ;,negatif
3872,ankara kent konseyi başkent i ilçe ilçe tanıtacak  ;,pozitif
3873,turizm sektörüne ve dolayısıyla ekonomiye destek açısından rus turistlerin gelmesi çok iyi ancak dünyada en çok covid vakası açısından rusya nın sırada olması tehlikeyi de beraberinde getirebilir ve eylül le birlikte türkiye de vaka sayısında büyük bir artış olabilir ;,negatif
3874,yaz tatil turizmde dışa bağımlılık son buluyor yerli ve milli turistlerimiz yakında oluyor ;,negatif
3875,nevşehir de teki kentsel dönüşüm çalışmaları sırasında tesadüfen ortaya çıkarılan kayadan oyma tarihi kayaşehir in turizme açılması dolayısıyla bakan ersoy un da katılımıyla tören düzenlendi   ;,negatif
3876,burası bir turizm cenneti ama insanlar yürüyüş dahi yapamıyor bu sadece grup bahçede hayvan besleyemiyoruz karınları aç olmamasına rağmen öldürüp bırakıyorlar  ;,negatif
3877,normalleşme sürecinde günübirlik tatilciler son günlerde rotalarını kırklareli nin demirköy ilçesine bağlı iğneada beldesine çevirdi   ;,negatif
3878,antalya da günde bin turist rekoru  ;,pozitif
3879,turizmcinin gözü kulağı yurt dışı pazarda  ;,pozitif
3880, mermerden saraylar yapmışız ama içinde asgari ücretliler çalışıyor  ;,negatif
3881,hac bir turizm değildir tatil hiç değildir hackurası sonucu gitmeye hak kazanan adaylardan rezervasyon ücreti alınır gibi ücret talep edilemez bu ücreti vermek istemeyen hacı adaylarından kazandıkları kura hakları ellerinden alınamaz  ;,negatif
3882,adnan menderes acilen tamamıyla kamulaştırılmalı adana turizmi için katkıları çok büyük olacaktır kente yansımasıyla beraber de bütün adana kazanmış olur  ;,negatif
3883,suriyeliler antalya  ya ülkeyi suriyelilerle diger mültecilerle doldurup taşırdıgınız bunlar neden sokaklarda kabadayı kabadayı gruplar halinde dolaşıyorlar balkonlarda apartman önlerinde dikilip yuksek sesle geceleri cevreyi rahatsız ediyorlar;,negatif
3884,adana da unutulan tarih turizme kazandırılacak ;,negatif
3885,sayın bakanım biz turizm sektöründekiler taş yiyoruz farkında mısınız ;,negatif
3886,turizmci kurban bayramı ndan umutlu ;,negatif
3887,zeugma müzesi nde eserin kayıp olduğu ortaya çıktı  ;,negatif
3888,turizmde için talep var ama fiyatlar yükselmeyecek    ;,negatif
3889, turizm sektörü iyi bir sınav verdi  ;,pozitif
3890, kimse tesislerimizi lekelemeye kalkmasın  ;,negatif
3891, ülkesine dönen turist türkiye nin reklamını yapıyor ;,negatif
3892,yunanistan merkez bankası tarafından açıklanan ilk verilere göre ülkenin ocak temmuz arası aylık turizm geliri düşerek milyar euro olarak gerçekleşti   ;,negatif
3893,turizm sezonu sonu yaklaştığı için seyahat kısıtlaması gelirse sürpriz olmayacaktır ayrıca tüm müzikli aktivitelerin de yasaklanması söz konusu olabilir olmayabilir de  ;,pozitif
3894,yok orayı yaktılar otel için yok burayı gitmeyin tatile bu zamanda bile tatile gidiyorsunuz çoluk çocuk tatil anlayışınız da berbat turizmin içine ettiniz  ;,negatif
3895,ruslar akin akin geliyor;,negatif
3896,türkiye nin maldivleri ne ziyaretçi akini ;,negatif
3897,rus elçiliğinden otelde tacize uğrayan turist ile ilgili açıklama;,negatif
3898,turizm de yalan oldu ;,negatif
3899,tga yönetim kurulu üyesi turizmden yıl sonunda gelecek gelir oranını açıkladı ;,pozitif
3900,kemal can ocak birçok beldemiz bağturizmi sayesinde canlanabilir   ;,pozitif
3901,bakanlığın adı kültür ve turizm kültür örf det anane inanç gibi bizi biz yapan değerlerdir türizm ülkemizde kıyı şeritleri olarak algılanmaktadır bu iki kavramı kapitalist sistemde zoraki bir araya getirseniz kültürünüzün önemi kalmaz değersizleştirsiniz ;,negatif
3902,sosyal mesafe ile uyumlu doluluk oranları belirlense plajlar restoranlar oteller barlar pansiyonlar bu şekilde çalışsa hem insanların bulaşması asgariye indirilebilir hem de tüm işletmeler ayakta kalır sağlık turizm belediyeler birlikte çözüm bulabilir;,pozitif
3903, olympos antik kenti phaselis antik kenti nden sonra ikinci önemli liman kentidir  ;,pozitif
3904, bu yaz sen nerede olursan ol enerjin seninle   ;,pozitif
3905,koronavirüs döneminde restoranınızı ayakta tutmak için yapacağız şey nelerdir;,pozitif
3906,intihar bir turizm türü olarak değerlendirilebilir mi ;,negatif
3907, kocaeli turizm ve bisiklet festivali için geri sayım başladı  ;,pozitif
3908,güney kıbrıs ta turizm sezonunu beklentileri karşılamadı  ;,negatif
3909,turist turlarına şok üstüne şok  ;,pozitif
3910,sümela ücretine bir tepki daha ;,negatif
3911,sümela da fahiş fiyat isyan ettirdi ;,negatif
3912,antalya güvenli tatil ile yabancı rakiplerini geride bıraktı;,pozitif
3913, kobi sınıfındaki bine yakın seyahat acentesinin ayakta kalmak için önemli desteklere ihtiyacı var  ;,negatif
3914, milyon kişinin istihdam edildiği avrupa turizm sektörü karantina kıskacında ;,negatif
3915,bu sene meslektaşlarım adına çok üzülüyorum türk müşterilere maruz kaldıkları için  ;,negatif
3916,almanya türkiye nin turizm şehrine seyahati serbest bırakacak  ;,pozitif
3917,turizm konusunda türkiye ye umut veren açıklama;,pozitif
3918, abi turizm hafiften başlıyor bi martı yorumu alabilir miyim zararım büyük;,negatif
3919,dubai merkezli emirates yolcularına seyahatleri sırasında covid teşhisi konulursa euro ya kadar tıbbi masrafları ve gün boyunca günlük eur karantina masraflarını karşılayacağını açıkladı    ;,pozitif
3920, göcek de domuzadası akvaryum adlı yerde denizin altında kalmış tarihi esere tekne bağlamak serbest olmamalı gibi ne dersiniz ;,negatif
3921,çeşme de oteller bayram rezervasyonlarını doldurdu ;,pozitif
3922, rusya da tatil yapana masrafı kısmen iade edilecek;,negatif
3923,hareketi seven kıpır kıpır insanlar yani festival tutkunları için tatil önerileri kaleme aldık hem yurt içi hem de yurt dışı alternatifler oldukça fazla festival ;,pozitif
3924,sırf istatistiklerde işsizlik oranları tavan yapmasın diye yasa çıkarıp insanların çalışmadığı işlerden çıkarılmasını da engelliyorlar ya ben daha ne diyeyim  ;,negatif
3925,tatil beldelerinde boş yazlık kalmadı talep arttı fiyatlar katlandı ;,negatif
3926,otellerde türk misafirperverliği tamam da bıktım gerçekten yurtdışından gelenlere önem verilmesine damarlarımda ki kanı tetikliyorlar durmak istesem de duramıyorum sonun da ne kazandım masaj ama amacım sadece uyarmaktı sağolsunlar çalışanları da anlıyorum  ;,negatif
3927,turizm e gelince bi bok yok okulların açılmasına gelince virüsün seyrine göre menfaatleriniz batsin ;,negatif
3928,covid sonrasında hangi seçeneğe yöneleceğiz turizm de devam yoksa ziyaret ekonomisi kurgusunda şehirlerimizi markalaştırmak turist i ziyaretçiye dönüştürebilecek miyiz elbette ikinci seçenek örgüt strateji koordinasyon ve süreklilik isteyecek ;,negatif
3929,karadeniz de ilk kez denize girmiş olduk soğuk deselerde su gayet ılıktı tuz oranının düşük olması gözleri yakmıyor çok güzel bir denizdi ;,pozitif
3930,tura ödediğimiz tutarların iadesini bekliyoruz ;,negatif
3931,antalya aylar sonra bir ilk i yaşadı antalya havalimanı na bir günde yurt dışından in üzerinde turist geldi ;,pozitif
3932,alman turizm profesyonelleri antalya ya geliyor;,pozitif
3933,alanya da gece hayatı sektörü çıkmazda bizim ne suçumuz var  ;,negatif
3934,vw türk corona testlerini kabul etmeyecekmiş   ;,negatif
3935,seyahat için üç ayda milyar lira harcandı  ;,negatif
3936,yazlıklarda günlük kira fiyatları liradan başlıyor;,pozitif
3937,turist çekmek için kim nerede ne yapıyor  ;,negatif
3938,antalya belediye turizm şifre otel müdürün sosyolog psikolog şarlatan değil akademik reklamcı vb olmadığı sürece yok fb den yok mutfaktan yok ön bürodan çıkarttığın kişilerle iki adım ilerleyemezsin mektup ve mail yazamayan nokta virgül tanımayan genel müdürler gördüm;,negatif
3939,bilal kayaaltı turistler velinimettir kazıklamayın ;,negatif
3940,turizm nereye gideceğini bilmeyen kaptana rüzgarın faydası yoktur ;,pozitif
3941,otel ve restoran isimleri türkçe olsun    ;,pozitif
